sourceid-year-oa,source_id,source_title,journal_name,issn_print,issn_e,parent_publisher,oa_status,pub_year,n_doi,apc_lower_total,apc_lower,apc_lower_source,apc_upper_total,apc_upper,apc_upper_source,notes
3664_2017_hybrid,3664,Brazilian Journal of Microbiology,Brazilian Journal of Microbiology,1517-8382,1678-4405,Springer-Nature,hybrid,2017,111,33300,300,IWM: actual,33300,300,IWM: actual,300 for non-Brazilianhttps://web.archive.org/web/20170727203421/http://www.bjmicrobiol.com.br/en/open-access/
3664_2018_hybrid,3664,Brazilian Journal of Microbiology,Brazilian Journal of Microbiology,1517-8382,1678-4405,Springer-Nature,hybrid,2018,156,46800,300,IWM: actual,46800,300,IWM: actual,300 for non-Brazilianhttps://web.archive.org/web/20170727203421/http://www.bjmicrobiol.com.br/en/open-access/
7138_2016_gold,7138,Egyptian Informatics Journal,Egyptian Informatics Journal,1110-8665,2090-4754,Elsevier,gold,2016,25,6250,250,Matthias: actual,6250,250,Matthias: actual,
7138_2017_gold,7138,Egyptian Informatics Journal,Egyptian Informatics Journal,1110-8665,2090-4754,Elsevier,gold,2017,24,6000,250,Matthias: older | Morrison: actual,6000,250,Matthias: older | Morrison: actual,
7138_2018_gold,7138,Egyptian Informatics Journal,Egyptian Informatics Journal,1110-8665,2090-4754,Elsevier,gold,2018,18,4500,250,Matthias: older,4500,250,Matthias: older,
8173_2015_gold,8173,Evolutionary Psychology,Evolutionary Psychology,1474-7049,NULL,Sage,gold,2015,33,6435,195,IWM: actual,6435,195,IWM: actual,"see note that beginning Jan 1, 2017 fee is $395, prior fee is $195 https://web.archive.org/web/20170508033309/https://us.sagepub.com/en-us/nam/evolutionary-psychology/journal202456"
8173_2016_gold,8173,Evolutionary Psychology,Evolutionary Psychology,1474-7049,NULL,Sage,gold,2016,40,7800,195,IWM: actual | Morrison: actual,7800,195,IWM: actual,"see note that beginning Jan 1, 2017 fee is $395, prior fee is $195 https://web.archive.org/web/20170508033309/https://us.sagepub.com/en-us/nam/evolutionary-psychology/journal202456"
8173_2017_gold,8173,Evolutionary Psychology,Evolutionary Psychology,1474-7049,NULL,Sage,gold,2017,40,7800,195,IWM: actual | Morrison: actual,7800,195,IWM: actual,"see note that beginning Jan 1, 2017 fee is $395, prior fee is $195 https://web.archive.org/web/20170508033309/https://us.sagepub.com/en-us/nam/evolutionary-psychology/journal202456"
2_2015_hybrid,2,3 Biotech,3 Biotech,2190-572X,2190-5738,Springer-Nature,hybrid,2015,113,0,0,Matthias: actual,0,0,Matthias: actual,2012 - $660; 2017 (when it flipped to toll)- $3000; 2018 - $3000; 2019 - $3140; 2020 - $3260
2_2016_hybrid,2,3 Biotech,3 Biotech,2190-572X,2190-5738,Springer-Nature,hybrid,2016,248,0,0,Matthias: actual,0,0,Matthias: actual,
290_2016_gold,290,Acta Mathematica,Acta Mathematica,0001-5962,1871-2509,Springer-Nature,gold,2016,11,0,0,IWM: actual,0,0,IWM: actual,https://web.archive.org/web/20160601014057mp_/http://www.mittag-leffler.se/publications/acta-mathematica/subscriptiononline-articles#main-content
290_2017_gold,290,Acta Mathematica,Acta Mathematica,0001-5962,1871-2509,Springer-Nature,gold,2017,11,0,0,IWM: actual,0,0,IWM: actual,https://web.archive.org/web/20170531172121/http://www.mittag-leffler.se/publications/acta-mathematica/subscriptiononline-articles
349_2015_gold,349,Acta Orthopaedica,Acta Orthopaedica,1745-3674,1745-3682,Taylor & Francis,gold,2015,107,0,0,Morrison: newer,0,0,Morrison: newer,backfilled Morrison 2016 data
349_2016_gold,349,Acta Orthopaedica,Acta Orthopaedica,1745-3674,1745-3682,Taylor & Francis,gold,2016,109,0,0,Morrison: actual,0,0,Morrison: actual,applied Morrison data
349_2017_gold,349,Acta Orthopaedica,Acta Orthopaedica,1745-3674,1745-3682,Taylor & Francis,gold,2017,112,0,0,Morrison: actual,0,0,Morrison: actual,applied Morrison data
351_2016_gold,351,Acta Orthopaedica et Traumatologica Turcica,ACTA ORTHOPAEDICA et TRAUMATOLOGICA TURCICA,1017-995X,NULL,Elsevier,gold,2016,122,0,0,Morrison: newer,0,0,Morrison: newer,backfilled Morrison 2019 data
373_2015_gold,373,Acta Pharmaceutica Sinica B,Acta Pharmaceutica Sinica B,2211-3835,2211-3843,Elsevier,gold,2015,68,0,0,IWM: actual,0,0,IWM: actual,https://web.archive.org/web/20150614082948/http://www.journals.elsevier.com/acta-pharmaceutica-sinica-b
373_2016_gold,373,Acta Pharmaceutica Sinica B,Acta Pharmaceutica Sinica B,2211-3835,2211-3843,Elsevier,gold,2016,70,0,0,Matthias: actual | Morrison: actual,0,0,Matthias: actual | Morrison: actual,
373_2017_gold,373,Acta Pharmaceutica Sinica B,Acta Pharmaceutica Sinica B,2211-3835,2211-3843,Elsevier,gold,2017,70,0,0,Matthias: actual | Morrison: actual,0,0,Matthias: actual | Morrison: actual,
373_2018_gold,373,Acta Pharmaceutica Sinica B,Acta Pharmaceutica Sinica B,2211-3835,2211-3843,Elsevier,gold,2018,86,0,0,Matthias: actual,0,0,Matthias: actual,
847_2018_gold,847,Advances in Rheumatology,Advances in Rheumatology,2523-3106,NULL,Springer-Nature,gold,2018,41,0,0,IWM: actual,0,0,IWM: actual,https://web.archive.org/web/20190122101606/https://advancesinrheumatology.biomedcentral.com/
1093_2016_gold,1093,Ain Shams Engineering Journal,Ain Shams Engineering Journal,2090-4479,2090-4495,Elsevier,gold,2016,93,0,0,Matthias: actual | Morrison: actual,0,0,Matthias: actual | Morrison: actual,
1093_2017_gold,1093,Ain Shams Engineering Journal,Ain Shams Engineering Journal,2090-4479,2090-4495,Elsevier,gold,2017,62,0,0,Matthias: actual | Morrison: actual,0,0,Matthias: actual | Morrison: actual,
1093_2018_gold,1093,Ain Shams Engineering Journal,Ain Shams Engineering Journal,2090-4479,2090-4495,Elsevier,gold,2018,309,0,0,Matthias: actual,0,0,Matthias: actual,
1145_2016_gold,1145,Alexandria Engineering Journal,Alexandria Engineering Journal,1110-0168,2090-2670,Elsevier,gold,2016,321,0,0,Matthias: actual,0,0,Matthias: actual,
1145_2017_gold,1145,Alexandria Engineering Journal,Alexandria Engineering Journal,1110-0168,2090-2670,Elsevier,gold,2017,77,0,0,Matthias: actual | Morrison: actual,0,0,Matthias: actual | Morrison: actual,
1145_2018_gold,1145,Alexandria Engineering Journal,Alexandria Engineering Journal,1110-0168,2090-2670,Elsevier,gold,2018,406,0,0,Matthias: actual,0,0,Matthias: actual,
1167_2015_gold,1167,Allergology International,Allergology International,1323-8930,1440-1592,Elsevier,gold,2015,52,0,0,Matthias: older,0,0,Matthias: older,
1167_2016_gold,1167,Allergology International,Allergology International,1323-8930,1440-1592,Elsevier,gold,2016,68,0,0,Matthias: actual | Morrison: actual,0,0,Matthias: actual | Morrison: actual,
1167_2017_gold,1167,Allergology International,Allergology International,1323-8930,1440-1592,Elsevier,gold,2017,74,0,0,Matthias: actual | Morrison: actual,0,0,Matthias: actual | Morrison: actual,
1167_2018_gold,1167,Allergology International,Allergology International,1323-8930,1440-1592,Elsevier,gold,2018,65,0,0,Matthias: actual,0,0,Matthias: actual,
1609_2017_gold,1609,Animal Nutrition,Animal Nutrition,2405-6383,2405-6545,Elsevier,gold,2017,60,0,0,Matthias: actual | Morrison: actual,0,0,Matthias: actual | Morrison: actual,
1609_2018_gold,1609,Animal Nutrition,Animal Nutrition,2405-6383,2405-6545,Elsevier,gold,2018,60,0,0,Matthias: actual,0,0,Matthias: actual,
2090_2015_hybrid,2090,Applied Nanoscience,Applied Nanoscience,2190-5509,2190-5517,Springer-Nature,hybrid,2015,110,0,0,Matthias: actual,0,0,Matthias: actual,
2090_2016_hybrid,2090,Applied Nanoscience,Applied Nanoscience,2190-5509,2190-5517,Springer-Nature,hybrid,2016,128,0,0,Matthias: actual,0,0,Matthias: actual,
2090_2017_hybrid,2090,Applied Nanoscience,Applied Nanoscience,2190-5509,2190-5517,Springer-Nature,hybrid,2017,97,0,0,Matthias: older,0,0,Matthias: older,
2174_2015_gold,2174,Arabian Journal of Chemistry,Arabian Journal of Chemistry,1878-5352,1878-5379,Elsevier,gold,2015,116,0,0,IWM: actual,0,0,IWM: actual,https://web.archive.org/web/20150421020141/http://www.elsevier.com/journals/arabian-journal-of-chemistry/1878-5352/guide-for-authors
2174_2016_gold,2174,Arabian Journal of Chemistry,Arabian Journal of Chemistry,1878-5352,1878-5379,Elsevier,gold,2016,371,0,0,Matthias: actual,0,0,Matthias: actual,
2174_2017_gold,2174,Arabian Journal of Chemistry,Arabian Journal of Chemistry,1878-5352,1878-5379,Elsevier,gold,2017,614,0,0,Matthias: actual,0,0,Matthias: actual,
2174_2018_gold,2174,Arabian Journal of Chemistry,Arabian Journal of Chemistry,1878-5352,1878-5379,Elsevier,gold,2018,121,0,0,Matthias: actual,0,0,Matthias: actual,
2503_2015_gold,2503,Asia & the Pacific Policy Studies,Asia & the Pacific Policy Studies,2050-2680,NULL,Wiley,gold,2015,47,0,0,Matthias: older,0,0,Matthias: older,
2503_2016_gold,2503,Asia & the Pacific Policy Studies,Asia & the Pacific Policy Studies,2050-2680,NULL,Wiley,gold,2016,43,0,0,Matthias: actual,0,0,Matthias: actual,
2503_2017_gold,2503,Asia & the Pacific Policy Studies,Asia & the Pacific Policy Studies,2050-2680,NULL,Wiley,gold,2017,44,0,0,Matthias: actual,0,0,Matthias: actual,
2503_2018_gold,2503,Asia & the Pacific Policy Studies,Asia & the Pacific Policy Studies,2050-2680,NULL,Wiley,gold,2018,48,0,0,Matthias: actual,0,0,Matthias: actual,
2558_2016_gold,2558,Asian Journal of Pharmaceutical Sciences,Asian Journal of Pharmaceutical Sciences,1818-0876,NULL,Elsevier,gold,2016,58,0,0,Matthias: actual,0,0,Matthias: actual,
2558_2017_gold,2558,Asian Journal of Pharmaceutical Sciences,Asian Journal of Pharmaceutical Sciences,1818-0876,NULL,Elsevier,gold,2017,65,0,0,Matthias: actual | Morrison: actual,0,0,Matthias: actual | Morrison: actual,
2558_2018_gold,2558,Asian Journal of Pharmaceutical Sciences,Asian Journal of Pharmaceutical Sciences,1818-0876,NULL,Elsevier,gold,2018,60,0,0,Matthias: actual,0,0,Matthias: actual,
2563_2017_gold,2563,Asian Journal of Surgery,Asian Journal of Surgery,1015-9584,0219-3108,Elsevier,gold,2017,82,0,0,Matthias: actual,246000,3000,Morrison: actual,
2563_2018_gold,2563,Asian Journal of Surgery,Asian Journal of Surgery,1015-9584,0219-3108,Elsevier,gold,2018,85,0,0,Matthias: actual,0,0,Matthias: actual,
2573_2016_gold,2573,Asian Pacific Journal of Tropical Medicine,Asian Pacific Journal of Tropical Medicine,1995-7645,2352-4146,Elsevier,gold,2016,211,0,0,Matthias: actual,0,0,Matthias: actual,
2679_2016_gold,2679,Atencion Primaria,Atención Primaria,0212-6567,1578-1275,Elsevier,gold,2016,67,0,0,Matthias: actual | Morrison: actual,0,0,Matthias: actual | Morrison: actual,
2679_2017_gold,2679,Atencion Primaria,Atención Primaria,0212-6567,1578-1275,Elsevier,gold,2017,59,0,0,Matthias: actual | Morrison: actual,0,0,Matthias: actual | Morrison: actual,
2679_2018_gold,2679,Atencion Primaria,Atención Primaria,0212-6567,1578-1275,Elsevier,gold,2018,73,0,0,Matthias: actual,0,0,Matthias: actual,
2704_2016_hybrid,2704,Atmospheric Pollution Research,Atmospheric Pollution Research,1309-1042,NULL,Elsevier,hybrid,2016,25,0,0,Matthias: actual,0,0,Matthias: actual,
2904_2015_gold,2904,Avian Research,Avian Research,2053-7166,NULL,Springer-Nature,gold,2015,26,0,0,Matthias: actual,0,0,Matthias: actual,
2904_2016_gold,2904,Avian Research,Avian Research,2053-7166,NULL,Springer-Nature,gold,2016,22,0,0,Matthias: actual | Morrison: actual,0,0,Matthias: actual | Morrison: actual,
2904_2017_gold,2904,Avian Research,Avian Research,2053-7166,NULL,Springer-Nature,gold,2017,33,0,0,Matthias: actual | Morrison: actual,0,0,Matthias: actual | Morrison: actual,
2904_2018_gold,2904,Avian Research,Avian Research,2053-7166,NULL,Springer-Nature,gold,2018,46,0,0,Matthias: actual,0,0,Matthias: actual,
3133_2017_gold,3133,Big Data & Society,Big Data & Society,2053-9517,NULL,Sage,gold,2017,37,0,0,Morrison: actual,29600,800,Matthias: actual,
3147_2017_gold,3147,Bioactive Materials,Bioactive Materials,NULL,2452-199X,Elsevier,gold,2017,29,0,0,Matthias: actual | Morrison: actual,0,0,Matthias: actual | Morrison: actual,
3147_2018_gold,3147,Bioactive Materials,Bioactive Materials,NULL,2452-199X,Elsevier,gold,2018,47,0,0,Matthias: actual,0,0,Matthias: actual,
3326_2015_gold,3326,Biomedical Journal,Biomedical Journal,2319-4170,2320-2890,Elsevier,gold,2015,74,0,0,IWM: actual,0,0,IWM: actual,https://web.archive.org/web/20160225174353/http://www.journals.elsevier.com/biomedical-journal
3326_2016_gold,3326,Biomedical Journal,Biomedical Journal,2319-4170,2320-2890,Elsevier,gold,2016,56,0,0,IWM: actual,0,0,IWM: actual,no fee https://web.archive.org/web/20160225174353/https://www.journals.elsevier.com/biomedical-journal
3326_2017_gold,3326,Biomedical Journal,Biomedical Journal,2319-4170,2320-2890,Elsevier,gold,2017,47,0,0,Matthias: older,0,0,Matthias: older,
3326_2018_gold,3326,Biomedical Journal,Biomedical Journal,2319-4170,2320-2890,Elsevier,gold,2018,42,0,0,IWM: actual,0,0,IWM: actual,no fee https://web.archive.org/web/20180501104535/https://www.elsevier.com/journals/biomedical-journal/2319-4170/guide-for-authors#13351
3558_2015_gold,3558,Boletin de la Sociedad Espanola de Ceramica y Vidrio,Boletín de la Sociedad Española de Cerámica y Vidrio,0366-3175,2173-0431,Elsevier,gold,2015,31,0,0,Matthias: newer,0,0,Matthias: newer,seems safe to assume this has always been funded by the society https://web.archive.org/web/20170824121150/http://www.elsevier.es/es-revista-boletin-sociedad-espanola-ceramica-vidrio-26-open-access
3558_2016_gold,3558,Boletin de la Sociedad Espanola de Ceramica y Vidrio,Boletín de la Sociedad Española de Cerámica y Vidrio,0366-3175,2173-0431,Elsevier,gold,2016,30,0,0,Matthias: actual,0,0,Matthias: actual,
3558_2017_gold,3558,Boletin de la Sociedad Espanola de Ceramica y Vidrio,Boletín de la Sociedad Española de Cerámica y Vidrio,0366-3175,2173-0431,Elsevier,gold,2017,30,0,0,Matthias: actual,0,0,Matthias: actual,
3558_2018_gold,3558,Boletin de la Sociedad Espanola de Ceramica y Vidrio,Boletín de la Sociedad Española de Cerámica y Vidrio,0366-3175,2173-0431,Elsevier,gold,2018,30,0,0,Matthias: actual,0,0,Matthias: actual,
3587_2017_gold,3587,Borderline Personality Disorder and Emotion Dysregulation,Borderline Personality Disorder and Emotion Dysregulation,2051-6673,NULL,Springer-Nature,gold,2017,26,0,0,Matthias: actual | Morrison: actual,0,0,Matthias: actual | Morrison: actual,
3592_2017_gold,3592,Borsa Istanbul Review,Borsa Istanbul Review,2214-8450,2214-8469,Elsevier,gold,2017,20,0,0,Matthias: actual | Morrison: actual,0,0,Matthias: actual | Morrison: actual,
3592_2018_gold,3592,Borsa Istanbul Review,Borsa Istanbul Review,2214-8450,2214-8469,Elsevier,gold,2018,26,0,0,Matthias: actual,0,0,Matthias: actual,
3611_2015_gold,3611,Botanical Studies,Botanical Studies,1999-3110,NULL,Springer-Nature,gold,2015,35,0,0,Matthias: actual,0,0,Matthias: actual,
3662_2015_gold,3662,Brazilian Journal of Infectious Diseases,The Brazilian Journal of Infectious Diseases,1413-8670,1678-4391,Elsevier,gold,2015,100,0,0,IWM: actual,0,0,IWM: actual,APC oncly since May 2017 https://web.archive.org/web/20180501122115/https://www.elsevier.com/journals/brazilian-journal-of-infectious-diseases/1413-8670/open-access-journal
3662_2016_gold,3662,Brazilian Journal of Infectious Diseases,The Brazilian Journal of Infectious Diseases,1413-8670,1678-4391,Elsevier,gold,2016,92,0,0,Matthias: actual,0,0,Matthias: actual,
3662_2017_gold,3662,Brazilian Journal of Infectious Diseases,The Brazilian Journal of Infectious Diseases,1413-8670,1678-4391,Elsevier,gold,2017,100,0,0,Matthias: actual | Morrison: actual,0,0,Matthias: actual | Morrison: actual,
3662_2018_gold,3662,Brazilian Journal of Infectious Diseases,The Brazilian Journal of Infectious Diseases,1413-8670,1678-4391,Elsevier,gold,2018,69,0,0,Matthias: actual,0,0,Matthias: actual,
3664_2016_hybrid,3664,Brazilian Journal of Microbiology,Brazilian Journal of Microbiology,1517-8382,1678-4405,Springer-Nature,hybrid,2016,146,0,0,IWM: actual,0,0,IWM: actual,https://web.archive.org/web/20161202010029/http://scielo.br/revistas/bjm/iinstruc.htm/
3666_2015_gold,3666,Brazilian Journal of Otorhinolaryngology,Brazilian Journal of Otorhinolaryngology,1808-8694,1808-8686,Elsevier,gold,2015,92,0,0,IWM: actual,0,0,IWM: actual,https://web.archive.org/web/20150705010352/http://www.elsevier.com/journals/brazilian-journal-of-otorhinolaryngology/1808-8694/guide-for-authors
3666_2017_gold,3666,Brazilian Journal of Otorhinolaryngology,Brazilian Journal of Otorhinolaryngology,1808-8694,1808-8686,Elsevier,gold,2017,98,0,0,Matthias: actual,0,0,Matthias: actual,
3666_2018_gold,3666,Brazilian Journal of Otorhinolaryngology,Brazilian Journal of Otorhinolaryngology,1808-8694,1808-8686,Elsevier,gold,2018,92,0,0,Matthias: actual,0,0,Matthias: actual,
3833_2015_gold,3833,BRQ-BUSINESS RESEARCH QUARTERLY,BRQ Business Research Quarterly,2340-9436,NULL,Elsevier,gold,2015,19,0,0,IWM: actual,0,0,IWM: actual,https://web.archive.org/web/20150304180818/http://www.elsevier.com/journals/brq-business-research-quarterly/2340-9436/guide-for-authors and https://web.archive.org/web/20170423020857/http://www.elsevier.es/en-revista-brq-business-research-quarterly-424-open-access
3833_2016_gold,3833,BRQ-BUSINESS RESEARCH QUARTERLY,BRQ Business Research Quarterly,2340-9436,NULL,Elsevier,gold,2016,20,0,0,Matthias: actual,0,0,Matthias: actual,
3833_2017_gold,3833,BRQ-BUSINESS RESEARCH QUARTERLY,BRQ Business Research Quarterly,2340-9436,NULL,Elsevier,gold,2017,20,0,0,Matthias: actual,0,0,Matthias: actual,
3833_2018_gold,3833,BRQ-BUSINESS RESEARCH QUARTERLY,BRQ Business Research Quarterly,2340-9436,NULL,Elsevier,gold,2018,20,0,0,Matthias: actual,0,0,Matthias: actual,
4428_2016_gold,4428,Cell Reports,Cell Reports,2211-1247,NULL,Elsevier,gold,2016,1062,0,0,Matthias: actual | Morrison: actual,0,0,Matthias: actual | Morrison: actual,
4428_2017_gold,4428,Cell Reports,Cell Reports,2211-1247,NULL,Elsevier,gold,2017,1090,0,0,Morrison: actual,5450000,5000,Matthias: actual,
4736_2015_hybrid,4736,Chinese Journal of Aeronautics,Chinese Journal of Aeronautics,1000-9361,NULL,Elsevier,hybrid,2015,176,0,0,IWM: actual,0,0,IWM: actual,https://web.archive.org/web/20150603194849/http://www.elsevier.com/journals/chinese-journal-of-aeronautics/1000-9361/guide-for-authors
4736_2016_hybrid,4736,Chinese Journal of Aeronautics,Chinese Journal of Aeronautics,1000-9361,NULL,Elsevier,hybrid,2016,171,0,0,Matthias: actual | Morrison: actual,0,0,Matthias: actual | Morrison: actual,
4736_2017_hybrid,4736,Chinese Journal of Aeronautics,Chinese Journal of Aeronautics,1000-9361,NULL,Elsevier,hybrid,2017,175,0,0,Matthias: actual | Morrison: actual,0,0,Matthias: actual | Morrison: actual,
4736_2018_hybrid,4736,Chinese Journal of Aeronautics,Chinese Journal of Aeronautics,1000-9361,NULL,Elsevier,hybrid,2018,201,0,0,Matthias: actual,0,0,Matthias: actual,
4739_2015_gold,4739,Chinese Journal of Cancer,Chinese Journal of Cancer,1000-467X,1944-446X,Springer-Nature,gold,2015,69,0,0,Matthias: actual,0,0,Matthias: actual,
4739_2016_gold,4739,Chinese Journal of Cancer,Chinese Journal of Cancer,1000-467X,1944-446X,Springer-Nature,gold,2016,94,0,0,Matthias: actual | Morrison: actual,0,0,Matthias: actual | Morrison: actual,
4739_2017_gold,4739,Chinese Journal of Cancer,Chinese Journal of Cancer,1000-467X,1944-446X,Springer-Nature,gold,2017,72,0,0,Matthias: actual | Morrison: actual,0,0,Matthias: actual | Morrison: actual,
4782_2017_gold,4782,Chiropractic & Manual Therapies,Chiropractic & Manual Therapies,NULL,2045-709X,Springer-Nature,gold,2017,35,0,0,Matthias: actual | Morrison: actual,0,0,Matthias: actual | Morrison: actual,
4782_2018_gold,4782,Chiropractic & Manual Therapies,Chiropractic & Manual Therapies,NULL,2045-709X,Springer-Nature,gold,2018,47,0,0,Matthias: actual,0,0,Matthias: actual,
4859_2015_gold,4859,Cirugia y Cirujanos,Cirugía y Cirujanos,0009-7411,NULL,Elsevier,gold,2015,68,0,0,IWM: actual,0,0,IWM: actual,https://web.archive.org/web/20160527210456/http://www.elsevier.es/es-revista-cirugia-cirujanos-139-open-access
4859_2016_gold,4859,Cirugia y Cirujanos,Cirugía y Cirujanos,0009-7411,NULL,Elsevier,gold,2016,73,0,0,Matthias: actual,0,0,Matthias: actual,
4859_2017_gold,4859,Cirugia y Cirujanos,Cirugía y Cirujanos,0009-7411,NULL,Elsevier,gold,2017,86,0,0,Matthias: actual,0,0,Matthias: actual,
5388_2017_gold,5388,Complex & Intelligent Systems,Complex & Intelligent Systems,2199-4536,2198-6053,Springer-Nature,gold,2017,20,0,0,IWM: actual,0,0,IWM: actual,https://web.archive.org/web/20170628093029/http://www.springer.com/engineering/computational+intelligence+and+complexity/journal/40747
5388_2018_gold,5388,Complex & Intelligent Systems,Complex & Intelligent Systems,2199-4536,2198-6053,Springer-Nature,gold,2018,23,0,0,IWM: actual,0,0,IWM: actual,https://web.archive.org/web/20180322092310/http://www.springer.com/engineering/computational+intelligence+and+complexity/journal/40747
5999_2015_gold,5999,Crop Journal,The Crop Journal,2095-5421,2214-5141,Elsevier,gold,2015,59,0,0,IWM: actual,0,0,IWM: actual,https://web.archive.org/web/20150909071600/http://www.elsevier.com/journals/the-crop-journal/2214-5141/guide-for-authors
5999_2016_gold,5999,Crop Journal,The Crop Journal,2095-5421,2214-5141,Elsevier,gold,2016,55,0,0,Matthias: actual,0,0,Matthias: actual,
5999_2017_gold,5999,Crop Journal,The Crop Journal,2095-5421,2214-5141,Elsevier,gold,2017,57,0,0,Matthias: actual | Morrison: actual,0,0,Matthias: actual | Morrison: actual,
5999_2018_gold,5999,Crop Journal,The Crop Journal,2095-5421,2214-5141,Elsevier,gold,2018,67,0,0,Matthias: actual,0,0,Matthias: actual,
6393_2016_hybrid,6393,Defence Science Journal,Defence Science Journal,0011-748X,0976-464X,Taylor & Francis,hybrid,2016,2,0,0,IWM: actual,0,0,IWM: actual,https://web.archive.org/web/20160306162418/https://publications.drdo.gov.in/ojs/index.php/dsj/index
6394_2016_gold,6394,Defence Technology,Defence Technology,2214-9147,NULL,Elsevier,gold,2016,56,0,0,Matthias: actual | Morrison: actual,0,0,Matthias: actual | Morrison: actual,
6394_2017_gold,6394,Defence Technology,Defence Technology,2214-9147,NULL,Elsevier,gold,2017,59,0,0,Matthias: actual | Morrison: actual,0,0,Matthias: actual | Morrison: actual,
6394_2018_gold,6394,Defence Technology,Defence Technology,2214-9147,NULL,Elsevier,gold,2018,87,0,0,Matthias: actual,0,0,Matthias: actual,
6651_2017_gold,6651,Digital Communications and Networks,Digital Communications and Networks,2468-5925,2352-8648,Elsevier,gold,2017,27,0,0,Morrison: newer,0,0,Morrison: newer,backfilled Morrison 2019 data
6651_2018_gold,6651,Digital Communications and Networks,Digital Communications and Networks,2468-5925,2352-8648,Elsevier,gold,2018,28,0,0,IWM: actual,0,0,IWM: actual,"OA fee is free, paid by Chongqing University of Posts and Telecommunications  (as of 2018), partners with Elsevier https://web.archive.org/web/20180730122415/http://www.keaipublishing.com/en/journals/digital-communications-and-networks/guide-for-authors"
6970_2018_gold,6970,Ecological Processes,Ecological Processes,NULL,2192-1709,Springer-Nature,gold,2018,39,0,0,IWM: actual,0,0,IWM: actual,http://web.archive.org/web/20190517215906/https://ecologicalprocesses.springeropen.com/about and http://web.archive.org/web/20170908020304/https://ecologicalprocesses.springeropen.com/about
7139_2018_gold,7139,Egyptian Journal of Biological Pest Control,Egyptian Journal of Biological Pest Control,1110-1768,2536-9342,Springer-Nature,gold,2018,97,0,0,Matthias: older,0,0,Matthias: older,
7224_2015_gold,7224,Electronic Journal of Biotechnology,Electronic Journal of Biotechnology,0717-3458,NULL,Elsevier,gold,2015,78,0,0,IWM: actual,0,0,IWM: actual,https://web.archive.org/web/20150410131904/http://www.elsevier.com/journals/electronic-journal-of-biotechnology/0717-3458/guide-for-authors
7413_2016_gold,7413,Engineering,Engineering,2095-8099,2096-0026,Elsevier,gold,2016,47,0,0,IWM: actual,0,0,IWM: actual,https://web.archive.org/web/20180501120602/https://www.elsevier.com/journals/engineering/2095-8099/guide-for-authors
7413_2017_gold,7413,Engineering,Engineering,2095-8099,2096-0026,Elsevier,gold,2017,101,0,0,IWM: actual,0,0,IWM: actual,https://web.archive.org/web/20180501120602/https://www.elsevier.com/journals/engineering/2095-8099/guide-for-authors
7444_2017_gold,7444,ENGINEERING SCIENCE AND TECHNOLOGY-AN INTERNATIONAL JOURNAL-JESTECH,"Engineering Science and Technology, an International Journal",2215-0986,NULL,Elsevier,gold,2017,161,0,0,Matthias: actual,0,0,Matthias: actual,
7444_2018_gold,7444,ENGINEERING SCIENCE AND TECHNOLOGY-AN INTERNATIONAL JOURNAL-JESTECH,"Engineering Science and Technology, an International Journal",2215-0986,NULL,Elsevier,gold,2018,116,0,0,Matthias: actual,0,0,Matthias: actual,
7731_2015_gold,7731,Ethics & Global Politics,Ethics & Global Politics,1654-4951,1654-6369,Taylor & Francis,gold,2015,9,0,0,website: current,0,0,website: current,applied 2021 - no publication fee
7731_2016_gold,7731,Ethics & Global Politics,Ethics & Global Politics,1654-4951,1654-6369,Taylor & Francis,gold,2016,10,0,0,website: current,0,0,website: current,applied 2021 - no publication fee
7731_2017_gold,7731,Ethics & Global Politics,Ethics & Global Politics,1654-4951,1654-6369,Taylor & Francis,gold,2017,7,0,0,website: current,0,0,website: current,applied 2021 - no publication fee
7731_2018_gold,7731,Ethics & Global Politics,Ethics & Global Politics,1654-4951,1654-6369,Taylor & Francis,gold,2018,12,0,0,website: current,0,0,website: current,applied 2021 - no publication fee
7941_2015_gold,7941,European Journal of Futures Research,European Journal of Futures Research,2195-4194,2195-2248,Springer-Nature,gold,2015,22,0,0,Matthias: actual,0,0,Matthias: actual,
7941_2016_gold,7941,European Journal of Futures Research,European Journal of Futures Research,2195-4194,2195-2248,Springer-Nature,gold,2016,27,0,0,Matthias: actual,0,0,Matthias: actual,
7941_2017_gold,7941,European Journal of Futures Research,European Journal of Futures Research,2195-4194,2195-2248,Springer-Nature,gold,2017,18,0,0,Matthias: older,0,0,Matthias: older,
7941_2018_gold,7941,European Journal of Futures Research,European Journal of Futures Research,2195-4194,2195-2248,Springer-Nature,gold,2018,22,0,0,IWM: actual,0,0,IWM: actual,http://web.archive.org/web/20180306222049/http://www.springer.com/history/journal/40309
8075_2015_gold,8075,European Physical Journal C,The European Physical Journal C,1434-6044,1434-6052,Springer-Nature,gold,2015,602,0,0,Matthias: actual,0,0,Matthias: actual,
8075_2016_gold,8075,European Physical Journal C,The European Physical Journal C,1434-6044,1434-6052,Springer-Nature,gold,2016,709,0,0,Matthias: actual,0,0,Matthias: actual,
8075_2017_gold,8075,European Physical Journal C,The European Physical Journal C,1434-6044,1434-6052,Springer-Nature,gold,2017,894,0,0,Matthias: actual,0,0,Matthias: actual,
8075_2018_gold,8075,European Physical Journal C,The European Physical Journal C,1434-6044,1434-6052,Springer-Nature,gold,2018,1005,0,0,Matthias: actual,0,0,Matthias: actual,
