sourceid-year-oa,source_id,parent_publisher,pub_year,oa_status,oecd_major,n_dois,apc_lower,apc_total
11823_2018_hybrid,11823,Taylor & Francis,2018,hybrid,AGRICULTURAL SCIENCES,0.25,2950,737.5
13200_2017_hybrid,13200,Taylor & Francis,2017,hybrid,MEDICAL AND HEALTH SCIENCES,0.25,2950,737.5
11823_2015_hybrid,11823,Taylor & Francis,2015,hybrid,AGRICULTURAL SCIENCES,0.25,2950,737.5
2003_2015_hybrid,2003,Taylor & Francis,2015,hybrid,HUMANITIES,0.25,2950,737.5
5956_2015_hybrid,5956,Taylor & Francis,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.25,2950,737.5
1953_2017_hybrid,1953,Taylor & Francis,2017,hybrid,AGRICULTURAL SCIENCES,0.25,2950,737.5
16855_2018_hybrid,16855,Taylor & Francis,2018,hybrid,NATURAL SCIENCES,0.25,2950,737.5
11823_2015_hybrid,11823,Taylor & Francis,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.25,2950,737.5
11823_2018_hybrid,11823,Taylor & Francis,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.25,2950,737.5
12172_2017_hybrid,12172,Taylor & Francis,2017,hybrid,SOCIAL SCIENCES,0.25,2950,737.5
1282_2018_hybrid,1282,Taylor & Francis,2018,hybrid,SOCIAL SCIENCES,0.25,2950,737.5
7934_2018_hybrid,7934,Taylor & Francis,2018,hybrid,SOCIAL SCIENCES,0.25,2950,737.5
21528_2018_hybrid,21528,Taylor & Francis,2018,hybrid,MEDICAL AND HEALTH SCIENCES,0.25,2950,737.5
11823_2016_hybrid,11823,Taylor & Francis,2016,hybrid,AGRICULTURAL SCIENCES,0.25,2950,737.5
1953_2018_hybrid,1953,Taylor & Francis,2018,hybrid,AGRICULTURAL SCIENCES,0.25,2950,737.5
7934_2016_hybrid,7934,Taylor & Francis,2016,hybrid,SOCIAL SCIENCES,0.25,2950,737.5
8578_2018_hybrid,8578,Taylor & Francis,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.25,2950,737.5
5956_2015_hybrid,5956,Taylor & Francis,2015,hybrid,AGRICULTURAL SCIENCES,0.25,2950,737.5
21528_2017_hybrid,21528,Taylor & Francis,2017,hybrid,MEDICAL AND HEALTH SCIENCES,0.25,2950,737.5
12149_2018_hybrid,12149,Taylor & Francis,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.222222222,2950,655.5555556
16637_2016_hybrid,16637,Taylor & Francis,2016,hybrid,ENGINEERING AND TECHNOLOGY,0.2,2950,590
12148_2016_hybrid,12148,Taylor & Francis,2016,hybrid,ENGINEERING AND TECHNOLOGY,0.166666667,2950,491.6666667
11649_2016_hybrid,11649,Taylor & Francis,2016,hybrid,ENGINEERING AND TECHNOLOGY,0.166666667,2950,491.6666667
11649_2018_hybrid,11649,Taylor & Francis,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.166666667,2950,491.6666667
16637_2015_hybrid,16637,Taylor & Francis,2015,hybrid,NATURAL SCIENCES,0.133333333,2950,393.3333333
3376_2017_hybrid,3376,Taylor & Francis,2017,hybrid,AGRICULTURAL SCIENCES,0.125,2950,368.75
16637_2015_hybrid,16637,Taylor & Francis,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.066666667,2950,196.6666667
3680_2018_gold,3680,Springer-Nature,2018,gold,MEDICAL AND HEALTH SCIENCES,139,2910,404490
3680_2016_gold,3680,Springer-Nature,2016,gold,MEDICAL AND HEALTH SCIENCES,123,2910,357930
3680_2017_gold,3680,Springer-Nature,2017,gold,MEDICAL AND HEALTH SCIENCES,118,2910,343380
993_2018_gold,993,Wiley,2018,gold,NATURAL SCIENCES,72,2900,208800
993_2018_gold,993,Wiley,2018,gold,MEDICAL AND HEALTH SCIENCES,72,2900,208800
993_2017_gold,993,Wiley,2017,gold,NATURAL SCIENCES,66.5,2900,192850
993_2017_gold,993,Wiley,2017,gold,MEDICAL AND HEALTH SCIENCES,66.5,2900,192850
993_2016_gold,993,Wiley,2016,gold,MEDICAL AND HEALTH SCIENCES,55,2900,159500
993_2016_gold,993,Wiley,2016,gold,NATURAL SCIENCES,55,2900,159500
9959_2018_hybrid,9959,Elsevier,2018,hybrid,NATURAL SCIENCES,34,2900,98600
11855_2018_hybrid,11855,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,20,2900,58000
10889_2018_hybrid,10889,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,18,2900,52200
13221_2018_hybrid,13221,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,17,2900,49300
24488_2018_hybrid,24488,Wiley,2018,hybrid,SOCIAL SCIENCES,12,2900,34800
13501_2018_hybrid,13501,Wiley,2018,hybrid,ENGINEERING AND TECHNOLOGY,11,2900,31900
7560_2018_hybrid,7560,Wiley,2018,hybrid,SOCIAL SCIENCES,9,2900,26100
11855_2017_hybrid,11855,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,8,2900,23200
11765_2018_hybrid,11765,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,8,2900,23200
3259_2018_hybrid,3259,Elsevier,2018,hybrid,SOCIAL SCIENCES,7,2900,20300
4946_2017_hybrid,4946,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,6,2900,17400
4399_2016_hybrid,4399,Wiley,2016,hybrid,NATURAL SCIENCES,6,2900,17400
19411_2016_hybrid,19411,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,5,2900,14500
16382_2017_hybrid,16382,Wiley,2017,hybrid,SOCIAL SCIENCES,5,2900,14500
4454_2018_hybrid,4454,Elsevier,2018,hybrid,NATURAL SCIENCES,5,2900,14500
6431_2018_hybrid,6431,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,4,2900,11600
2747_2018_hybrid,2747,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,4,2900,11600
4946_2018_hybrid,4946,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,4,2900,11600
4399_2017_hybrid,4399,Wiley,2017,hybrid,NATURAL SCIENCES,4,2900,11600
19059_2018_hybrid,19059,Elsevier,2018,hybrid,ENGINEERING AND TECHNOLOGY,4,2900,11600
19059_2018_hybrid,19059,Elsevier,2018,hybrid,NATURAL SCIENCES,4,2900,11600
1753_2018_hybrid,1753,Wiley,2018,hybrid,NATURAL SCIENCES,4,2900,11600
6318_2017_hybrid,6318,Wiley,2017,hybrid,NATURAL SCIENCES,4,2900,11600
19167_2017_hybrid,19167,Wiley,2017,hybrid,ENGINEERING AND TECHNOLOGY,3.5,2900,10150
19167_2017_hybrid,19167,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,3.5,2900,10150
15037_2016_hybrid,15037,Wiley,2016,hybrid,NATURAL SCIENCES,3,2900,8700
11855_2016_hybrid,11855,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,3,2900,8700
1753_2016_hybrid,1753,Wiley,2016,hybrid,NATURAL SCIENCES,3,2900,8700
4399_2015_hybrid,4399,Wiley,2015,hybrid,NATURAL SCIENCES,3,2900,8700
16382_2018_hybrid,16382,Wiley,2018,hybrid,SOCIAL SCIENCES,3,2900,8700
17415_2017_hybrid,17415,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,3,2900,8700
6318_2018_hybrid,6318,Wiley,2018,hybrid,NATURAL SCIENCES,3,2900,8700
22946_2018_hybrid,22946,Wiley,2018,hybrid,SOCIAL SCIENCES,3,2900,8700
21600_2018_hybrid,21600,Wiley,2018,hybrid,SOCIAL SCIENCES,3,2900,8700
11550_2017_hybrid,11550,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,3,2900,8700
15037_2018_hybrid,15037,Wiley,2018,hybrid,NATURAL SCIENCES,3,2900,8700
17415_2017_hybrid,17415,Elsevier,2017,hybrid,NATURAL SCIENCES,3,2900,8700
1766_2015_hybrid,1766,Wiley,2015,hybrid,MEDICAL AND HEALTH SCIENCES,3,2900,8700
19411_2018_hybrid,19411,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,3,2900,8700
24109_2018_hybrid,24109,Wiley,2018,hybrid,SOCIAL SCIENCES,3,2900,8700
6318_2016_hybrid,6318,Wiley,2016,hybrid,NATURAL SCIENCES,3,2900,8700
24488_2017_hybrid,24488,Wiley,2017,hybrid,SOCIAL SCIENCES,3,2900,8700
19227_2018_hybrid,19227,Elsevier,2018,hybrid,NATURAL SCIENCES,3,2900,8700
4675_2017_hybrid,4675,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,2.5,2900,7250
4675_2017_hybrid,4675,Wiley,2017,hybrid,SOCIAL SCIENCES,2.5,2900,7250
4675_2016_hybrid,4675,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,2.5,2900,7250
6596_2018_hybrid,6596,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,2.5,2900,7250
4675_2016_hybrid,4675,Wiley,2016,hybrid,SOCIAL SCIENCES,2.5,2900,7250
6596_2018_hybrid,6596,Wiley,2018,hybrid,ENGINEERING AND TECHNOLOGY,2.5,2900,7250
2832_2018_hybrid,2832,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,2,2900,5800
14291_2016_hybrid,14291,Wiley,2016,hybrid,SOCIAL SCIENCES,2,2900,5800
1753_2015_hybrid,1753,Wiley,2015,hybrid,NATURAL SCIENCES,2,2900,5800
18449_2018_hybrid,18449,Wiley,2018,hybrid,SOCIAL SCIENCES,2,2900,5800
4399_2018_hybrid,4399,Wiley,2018,hybrid,NATURAL SCIENCES,2,2900,5800
23464_2017_hybrid,23464,Wiley,2017,hybrid,NATURAL SCIENCES,2,2900,5800
24062_2017_hybrid,24062,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,2,2900,5800
1766_2016_hybrid,1766,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,2,2900,5800
6596_2016_hybrid,6596,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,2,2900,5800
6596_2016_hybrid,6596,Wiley,2016,hybrid,ENGINEERING AND TECHNOLOGY,2,2900,5800
18449_2016_hybrid,18449,Wiley,2016,hybrid,SOCIAL SCIENCES,2,2900,5800
13173_2016_hybrid,13173,Wiley,2016,hybrid,NATURAL SCIENCES,1.5,2900,4350
13173_2016_hybrid,13173,Wiley,2016,hybrid,AGRICULTURAL SCIENCES,1.5,2900,4350
13532_2018_hybrid,13532,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,1.5,2900,4350
19167_2016_hybrid,19167,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,1.5,2900,4350
13532_2018_hybrid,13532,Wiley,2018,hybrid,NATURAL SCIENCES,1.5,2900,4350
13173_2018_hybrid,13173,Wiley,2018,hybrid,NATURAL SCIENCES,1.5,2900,4350
19167_2016_hybrid,19167,Wiley,2016,hybrid,ENGINEERING AND TECHNOLOGY,1.5,2900,4350
13173_2018_hybrid,13173,Wiley,2018,hybrid,AGRICULTURAL SCIENCES,1.5,2900,4350
14039_2018_hybrid,14039,Wiley,2018,hybrid,AGRICULTURAL SCIENCES,1,2900,2900
14291_2018_hybrid,14291,Wiley,2018,hybrid,SOCIAL SCIENCES,1,2900,2900
2832_2017_hybrid,2832,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,1,2900,2900
13173_2017_hybrid,13173,Wiley,2017,hybrid,AGRICULTURAL SCIENCES,1,2900,2900
24691_2018_hybrid,24691,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,1,2900,2900
13368_2018_hybrid,13368,Wiley,2018,hybrid,SOCIAL SCIENCES,1,2900,2900
9045_2018_hybrid,9045,Wiley,2018,hybrid,SOCIAL SCIENCES,1,2900,2900
13173_2017_hybrid,13173,Wiley,2017,hybrid,NATURAL SCIENCES,1,2900,2900
13734_2017_hybrid,13734,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,1,2900,2900
15037_2017_hybrid,15037,Wiley,2017,hybrid,NATURAL SCIENCES,1,2900,2900
14039_2018_hybrid,14039,Wiley,2018,hybrid,ENGINEERING AND TECHNOLOGY,1,2900,2900
13734_2018_hybrid,13734,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,1,2900,2900
2747_2017_hybrid,2747,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,1,2900,2900
22946_2017_hybrid,22946,Wiley,2017,hybrid,SOCIAL SCIENCES,1,2900,2900
6431_2017_hybrid,6431,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,1,2900,2900
24109_2017_hybrid,24109,Wiley,2017,hybrid,SOCIAL SCIENCES,1,2900,2900
1766_2017_hybrid,1766,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,1,2900,2900
24062_2018_hybrid,24062,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,1,2900,2900
18449_2017_hybrid,18449,Wiley,2017,hybrid,SOCIAL SCIENCES,1,2900,2900
23464_2016_hybrid,23464,Wiley,2016,hybrid,NATURAL SCIENCES,1,2900,2900
6596_2017_hybrid,6596,Wiley,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.5,2900,1450
17451_2018_hybrid,17451,Wiley,2018,hybrid,NATURAL SCIENCES,0.5,2900,1450
17451_2018_hybrid,17451,Wiley,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.5,2900,1450
1555_2017_hybrid,1555,Wiley,2017,hybrid,AGRICULTURAL SCIENCES,0.5,2900,1450
7924_2017_hybrid,7924,Wiley,2017,hybrid,SOCIAL SCIENCES,0.5,2900,1450
7924_2017_hybrid,7924,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,2900,1450
6596_2017_hybrid,6596,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,2900,1450
1555_2017_hybrid,1555,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,2900,1450
12176_2017_hybrid,12176,Springer-Nature,2017,hybrid,NATURAL SCIENCES,1,2890,2890
18681_2016_gold,18681,Springer-Nature,2016,gold,MEDICAL AND HEALTH SCIENCES,57,2879,164103
18681_2015_gold,18681,Springer-Nature,2015,gold,MEDICAL AND HEALTH SCIENCES,44,2879,126676
17387_2017_gold,17387,Wiley,2017,gold,ENGINEERING AND TECHNOLOGY,74,2876,212824
17387_2017_gold,17387,Wiley,2017,gold,NATURAL SCIENCES,74,2876,212824
17387_2015_gold,17387,Wiley,2015,gold,ENGINEERING AND TECHNOLOGY,51.5,2876,148114
17387_2015_gold,17387,Wiley,2015,gold,NATURAL SCIENCES,51.5,2876,148114
17387_2018_gold,17387,Wiley,2018,gold,NATURAL SCIENCES,46,2876,132296
17387_2018_gold,17387,Wiley,2018,gold,ENGINEERING AND TECHNOLOGY,46,2876,132296
17387_2016_gold,17387,Wiley,2016,gold,ENGINEERING AND TECHNOLOGY,40.5,2876,116478
17387_2016_gold,17387,Wiley,2016,gold,NATURAL SCIENCES,40.5,2876,116478
17140_2017_hybrid,17140,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,17,2875,48875
5031_2018_hybrid,5031,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,9,2875,25875
5031_2017_hybrid,5031,Elsevier,2017,hybrid,MEDICAL AND HEALTH SCIENCES,9,2875,25875
17140_2018_hybrid,17140,Elsevier,2018,hybrid,ENGINEERING AND TECHNOLOGY,5,2875,14375
5056_2018_hybrid,5056,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,3,2875,8625
5056_2017_hybrid,5056,Elsevier,2017,hybrid,MEDICAL AND HEALTH SCIENCES,2,2875,5750
18687_2018_gold,18687,Springer-Nature,2018,gold,MEDICAL AND HEALTH SCIENCES,48,2866,137568
18682_2018_gold,18682,Springer-Nature,2018,gold,NATURAL SCIENCES,47.25,2866,135418.5
18677_2018_gold,18677,Springer-Nature,2018,gold,NATURAL SCIENCES,32,2866,91712
18685_2018_gold,18685,Springer-Nature,2018,gold,MEDICAL AND HEALTH SCIENCES,24,2866,68784
18678_2018_gold,18678,Springer-Nature,2018,gold,NATURAL SCIENCES,23,2866,65918
18684_2018_gold,18684,Springer-Nature,2018,gold,ENGINEERING AND TECHNOLOGY,21,2866,60186
18672_2018_gold,18672,Springer-Nature,2018,gold,ENGINEERING AND TECHNOLOGY,13.5,2866,38691
18672_2018_gold,18672,Springer-Nature,2018,gold,NATURAL SCIENCES,13.5,2866,38691
16382_2016_hybrid,16382,Wiley,2016,hybrid,SOCIAL SCIENCES,15,2852,42780
7393_2017_hybrid,7393,Elsevier,2017,hybrid,SOCIAL SCIENCES,33.5,2850,95475
21375_2017_hybrid,21375,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,33.33333333,2850,95000
21135_2016_hybrid,21135,Elsevier,2016,hybrid,NATURAL SCIENCES,33,2850,94050
7377_2016_hybrid,7377,Elsevier,2016,hybrid,ENGINEERING AND TECHNOLOGY,28,2850,79800
15690_2017_hybrid,15690,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,27,2850,76950
7377_2017_hybrid,7377,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,26,2850,74100
21135_2017_hybrid,21135,Elsevier,2017,hybrid,NATURAL SCIENCES,23,2850,65550
7393_2016_hybrid,7393,Elsevier,2016,hybrid,SOCIAL SCIENCES,22.5,2850,64125
21375_2016_hybrid,21375,Elsevier,2016,hybrid,ENGINEERING AND TECHNOLOGY,21.33333333,2850,60800
2135_2017_hybrid,2135,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,21,2850,59850
15690_2016_hybrid,15690,Elsevier,2016,hybrid,ENGINEERING AND TECHNOLOGY,20,2850,57000
7393_2017_hybrid,7393,Elsevier,2017,hybrid,NATURAL SCIENCES,16.75,2850,47737.5
7393_2017_hybrid,7393,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,16.75,2850,47737.5
21375_2017_hybrid,21375,Elsevier,2017,hybrid,NATURAL SCIENCES,16.66666667,2850,47500
20165_2017_hybrid,20165,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,16,2850,45600
2135_2016_hybrid,2135,Elsevier,2016,hybrid,ENGINEERING AND TECHNOLOGY,16,2850,45600
19227_2016_hybrid,19227,Elsevier,2016,hybrid,NATURAL SCIENCES,12,2850,34200
7393_2016_hybrid,7393,Elsevier,2016,hybrid,NATURAL SCIENCES,11.25,2850,32062.5
7393_2016_hybrid,7393,Elsevier,2016,hybrid,ENGINEERING AND TECHNOLOGY,11.25,2850,32062.5
2705_2016_hybrid,2705,Elsevier,2016,hybrid,NATURAL SCIENCES,11,2850,31350
21375_2016_hybrid,21375,Elsevier,2016,hybrid,NATURAL SCIENCES,10.66666667,2850,30400
9219_2017_hybrid,9219,Elsevier,2017,hybrid,NATURAL SCIENCES,10,2850,28500
5126_2016_hybrid,5126,Elsevier,2016,hybrid,ENGINEERING AND TECHNOLOGY,10,2850,28500
2705_2017_hybrid,2705,Elsevier,2017,hybrid,NATURAL SCIENCES,10,2850,28500
2042_2017_hybrid,2042,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,10,2850,28500
5126_2017_hybrid,5126,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,9,2850,25650
16837_2017_hybrid,16837,Elsevier,2017,hybrid,NATURAL SCIENCES,9,2850,25650
19227_2017_hybrid,19227,Elsevier,2017,hybrid,NATURAL SCIENCES,9,2850,25650
16837_2016_hybrid,16837,Elsevier,2016,hybrid,NATURAL SCIENCES,8,2850,22800
17066_2017_hybrid,17066,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,7,2850,19950
2042_2016_hybrid,2042,Elsevier,2016,hybrid,ENGINEERING AND TECHNOLOGY,6.666666667,2850,19000
9219_2016_hybrid,9219,Elsevier,2016,hybrid,NATURAL SCIENCES,6,2850,17100
5169_2017_hybrid,5169,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,5.333333333,2850,15200
2042_2017_hybrid,2042,Elsevier,2017,hybrid,NATURAL SCIENCES,5,2850,14250
20165_2016_hybrid,20165,Elsevier,2016,hybrid,ENGINEERING AND TECHNOLOGY,5,2850,14250
5169_2016_hybrid,5169,Elsevier,2016,hybrid,ENGINEERING AND TECHNOLOGY,4.666666667,2850,13300
17415_2016_hybrid,17415,Elsevier,2016,hybrid,NATURAL SCIENCES,3.5,2850,9975
17415_2016_hybrid,17415,Elsevier,2016,hybrid,ENGINEERING AND TECHNOLOGY,3.5,2850,9975
2042_2016_hybrid,2042,Elsevier,2016,hybrid,NATURAL SCIENCES,3.333333333,2850,9500
5169_2017_hybrid,5169,Elsevier,2017,hybrid,NATURAL SCIENCES,2.666666667,2850,7600
5169_2016_hybrid,5169,Elsevier,2016,hybrid,NATURAL SCIENCES,2.333333333,2850,6650
18682_2017_gold,18682,Springer-Nature,2017,gold,NATURAL SCIENCES,36.75,2820,103635
18687_2017_gold,18687,Springer-Nature,2017,gold,MEDICAL AND HEALTH SCIENCES,35,2820,98700
18677_2017_gold,18677,Springer-Nature,2017,gold,NATURAL SCIENCES,33,2820,93060
18685_2017_gold,18685,Springer-Nature,2017,gold,MEDICAL AND HEALTH SCIENCES,32,2820,90240
18678_2017_gold,18678,Springer-Nature,2017,gold,NATURAL SCIENCES,27,2820,76140
18684_2017_gold,18684,Springer-Nature,2017,gold,ENGINEERING AND TECHNOLOGY,26,2820,73320
18672_2017_gold,18672,Springer-Nature,2017,gold,NATURAL SCIENCES,16.5,2820,46530
18672_2017_gold,18672,Springer-Nature,2017,gold,ENGINEERING AND TECHNOLOGY,16.5,2820,46530
13414_2018_gold,13414,Wiley,2018,gold,NATURAL SCIENCES,287,2800,803600
13414_2018_gold,13414,Wiley,2018,gold,MEDICAL AND HEALTH SCIENCES,287,2800,803600
18279_2017_hybrid,18279,Elsevier,2017,hybrid,MEDICAL AND HEALTH SCIENCES,157,2800,439600
19884_2018_hybrid,19884,Wiley,2018,hybrid,NATURAL SCIENCES,74.5,2800,208600
19884_2018_hybrid,19884,Wiley,2018,hybrid,ENGINEERING AND TECHNOLOGY,74.5,2800,208600
6889_2017_hybrid,6889,Elsevier,2017,hybrid,NATURAL SCIENCES,72,2800,201600
6889_2016_hybrid,6889,Elsevier,2016,hybrid,NATURAL SCIENCES,67,2800,187600
19884_2017_hybrid,19884,Wiley,2017,hybrid,NATURAL SCIENCES,59.5,2800,166600
19884_2017_hybrid,19884,Wiley,2017,hybrid,ENGINEERING AND TECHNOLOGY,59.5,2800,166600
993_2015_gold,993,Wiley,2015,gold,NATURAL SCIENCES,57.5,2800,161000
993_2015_gold,993,Wiley,2015,gold,MEDICAL AND HEALTH SCIENCES,57.5,2800,161000
9021_2017_hybrid,9021,Elsevier,2017,hybrid,NATURAL SCIENCES,40,2800,112000
19727_2018_hybrid,19727,Elsevier,2018,hybrid,NATURAL SCIENCES,38,2800,106400
4279_2017_hybrid,4279,Elsevier,2017,hybrid,NATURAL SCIENCES,38,2800,106400
24120_2018_hybrid,24120,Elsevier,2018,hybrid,NATURAL SCIENCES,34,2800,95200
18316_2017_hybrid,18316,Elsevier,2017,hybrid,MEDICAL AND HEALTH SCIENCES,32,2800,89600
13604_2018_hybrid,13604,Elsevier,2018,hybrid,NATURAL SCIENCES,31,2800,86800
3634_2017_hybrid,3634,Elsevier,2017,hybrid,MEDICAL AND HEALTH SCIENCES,30,2800,84000
20237_2018_hybrid,20237,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,30,2800,84000
9021_2016_hybrid,9021,Elsevier,2016,hybrid,NATURAL SCIENCES,30,2800,84000
2134_2018_hybrid,2134,Elsevier,2018,hybrid,NATURAL SCIENCES,24,2800,67200
8549_2018_hybrid,8549,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,24,2800,67200
18256_2017_hybrid,18256,Elsevier,2017,hybrid,MEDICAL AND HEALTH SCIENCES,24,2800,67200
8560_2018_hybrid,8560,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,23.33333333,2800,65333.33333
8560_2018_hybrid,8560,Elsevier,2018,hybrid,NATURAL SCIENCES,23.33333333,2800,65333.33333
17745_2018_hybrid,17745,Elsevier,2018,hybrid,NATURAL SCIENCES,23,2800,64400
5854_2017_hybrid,5854,Elsevier,2017,hybrid,SOCIAL SCIENCES,20.66666667,2800,57866.66667
8688_2018_hybrid,8688,Elsevier,2018,hybrid,NATURAL SCIENCES,20,2800,56000
24547_2017_hybrid,24547,Elsevier,2017,hybrid,MEDICAL AND HEALTH SCIENCES,20,2800,56000
24543_2017_hybrid,24543,Elsevier,2017,hybrid,MEDICAL AND HEALTH SCIENCES,20,2800,56000
8688_2018_hybrid,8688,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,20,2800,56000
25441_2018_hybrid,25441,Wiley,2018,hybrid,NATURAL SCIENCES,19,2800,53200
9377_2017_hybrid,9377,Elsevier,2017,hybrid,MEDICAL AND HEALTH SCIENCES,18,2800,50400
24197_2016_hybrid,24197,Elsevier,2016,hybrid,NATURAL SCIENCES,18,2800,50400
9377_2018_hybrid,9377,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,18,2800,50400
8688_2017_hybrid,8688,Elsevier,2017,hybrid,MEDICAL AND HEALTH SCIENCES,17.5,2800,49000
8688_2017_hybrid,8688,Elsevier,2017,hybrid,NATURAL SCIENCES,17.5,2800,49000
10889_2017_hybrid,10889,Elsevier,2017,hybrid,MEDICAL AND HEALTH SCIENCES,17,2800,47600
20970_2018_hybrid,20970,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,17,2800,47600
24903_2017_hybrid,24903,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,16,2800,44800
4454_2017_hybrid,4454,Elsevier,2017,hybrid,NATURAL SCIENCES,16,2800,44800
17745_2017_hybrid,17745,Elsevier,2017,hybrid,NATURAL SCIENCES,15,2800,42000
15805_2018_hybrid,15805,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,14,2800,39200
8235_2017_hybrid,8235,Elsevier,2017,hybrid,MEDICAL AND HEALTH SCIENCES,14,2800,39200
1982_2018_hybrid,1982,Elsevier,2018,hybrid,NATURAL SCIENCES,14,2800,39200
1982_2018_hybrid,1982,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,14,2800,39200
2012_2017_hybrid,2012,Elsevier,2017,hybrid,MEDICAL AND HEALTH SCIENCES,13.5,2800,37800
2012_2017_hybrid,2012,Elsevier,2017,hybrid,SOCIAL SCIENCES,13.5,2800,37800
17713_2018_hybrid,17713,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,13.33333333,2800,37333.33333
14506_2018_hybrid,14506,Elsevier,2018,hybrid,ENGINEERING AND TECHNOLOGY,13,2800,36400
14506_2018_hybrid,14506,Elsevier,2018,hybrid,NATURAL SCIENCES,13,2800,36400
25441_2016_hybrid,25441,Wiley,2016,hybrid,NATURAL SCIENCES,13,2800,36400
8549_2018_hybrid,8549,Elsevier,2018,hybrid,ENGINEERING AND TECHNOLOGY,12,2800,33600
8549_2018_hybrid,8549,Elsevier,2018,hybrid,AGRICULTURAL SCIENCES,12,2800,33600
8560_2018_hybrid,8560,Elsevier,2018,hybrid,ENGINEERING AND TECHNOLOGY,11.66666667,2800,32666.66667
8560_2018_hybrid,8560,Elsevier,2018,hybrid,AGRICULTURAL SCIENCES,11.66666667,2800,32666.66667
15175_2018_hybrid,15175,Elsevier,2018,hybrid,NATURAL SCIENCES,11.5,2800,32200
