sourceid-year-oa,source_id,parent_publisher,pub_year,oa_status,oecd_major,n_dois,apc_lower,apc_total
14982_2017_hybrid,14982,Elsevier,2017,hybrid,MEDICAL AND HEALTH SCIENCES,8.666666667,3000,26000
19866_2015_hybrid,19866,Elsevier,2015,hybrid,NATURAL SCIENCES,8.666666667,3000,26000
9300_2018_hybrid,9300,Springer-Nature,2018,hybrid,ENGINEERING AND TECHNOLOGY,8.666666667,3000,26000
9468_2015_hybrid,9468,Wiley,2015,hybrid,MEDICAL AND HEALTH SCIENCES,8.666666667,3000,26000
2990_2017_hybrid,2990,Springer-Nature,2017,hybrid,SOCIAL SCIENCES,8.666666667,3000,26000
21099_2016_hybrid,21099,Springer-Nature,2016,hybrid,NATURAL SCIENCES,8.666666667,3000,26000
720_2016_hybrid,720,Springer-Nature,2016,hybrid,SOCIAL SCIENCES,8.666666667,3000,26000
2990_2018_hybrid,2990,Springer-Nature,2018,hybrid,SOCIAL SCIENCES,8.666666667,3000,26000
8010_2016_hybrid,8010,Springer-Nature,2016,hybrid,AGRICULTURAL SCIENCES,8.666666667,3000,26000
14317_2015_hybrid,14317,Springer-Nature,2015,hybrid,NATURAL SCIENCES,8.666666667,3000,26000
14734_2016_hybrid,14734,Springer-Nature,2016,hybrid,ENGINEERING AND TECHNOLOGY,8.666666667,3000,26000
7385_2018_hybrid,7385,Springer-Nature,2018,hybrid,SOCIAL SCIENCES,8.666666667,3000,26000
13452_2016_hybrid,13452,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,8.666666667,3000,26000
13831_2016_hybrid,13831,Springer-Nature,2016,hybrid,NATURAL SCIENCES,8.666666667,3000,26000
13028_2018_hybrid,13028,Elsevier,2018,hybrid,SOCIAL SCIENCES,8.666666667,3000,26000
7788_2016_hybrid,7788,Springer-Nature,2016,hybrid,NATURAL SCIENCES,8.666666667,3000,26000
14319_2017_hybrid,14319,Wiley,2017,hybrid,NATURAL SCIENCES,8.666666667,3000,26000
19878_2015_hybrid,19878,Springer-Nature,2015,hybrid,NATURAL SCIENCES,8.666666667,3000,26000
1601_2016_hybrid,1601,Springer-Nature,2016,hybrid,SOCIAL SCIENCES,8.5,3000,25500
13185_2016_hybrid,13185,Springer-Nature,2016,hybrid,ENGINEERING AND TECHNOLOGY,8.5,3000,25500
11919_2017_hybrid,11919,Springer-Nature,2017,hybrid,ENGINEERING AND TECHNOLOGY,8.5,3000,25500
8050_2018_hybrid,8050,Springer-Nature,2018,hybrid,ENGINEERING AND TECHNOLOGY,8.5,3000,25500
14100_2018_hybrid,14100,Springer-Nature,2018,hybrid,ENGINEERING AND TECHNOLOGY,8.5,3000,25500
15740_2018_hybrid,15740,Wiley,2018,hybrid,NATURAL SCIENCES,8.5,3000,25500
13185_2016_hybrid,13185,Springer-Nature,2016,hybrid,NATURAL SCIENCES,8.5,3000,25500
1601_2016_hybrid,1601,Springer-Nature,2016,hybrid,NATURAL SCIENCES,8.5,3000,25500
8545_2016_hybrid,8545,Springer-Nature,2016,hybrid,AGRICULTURAL SCIENCES,8.5,3000,25500
14100_2018_hybrid,14100,Springer-Nature,2018,hybrid,NATURAL SCIENCES,8.5,3000,25500
13930_2015_hybrid,13930,Elsevier,2015,hybrid,NATURAL SCIENCES,8.5,3000,25500
11919_2017_hybrid,11919,Springer-Nature,2017,hybrid,NATURAL SCIENCES,8.5,3000,25500
17676_2018_hybrid,17676,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,8.5,3000,25500
18263_2017_hybrid,18263,Springer-Nature,2017,hybrid,MEDICAL AND HEALTH SCIENCES,8.5,3000,25500
19890_2017_hybrid,19890,Springer-Nature,2017,hybrid,NATURAL SCIENCES,8.5,3000,25500
7874_2017_hybrid,7874,Springer-Nature,2017,hybrid,AGRICULTURAL SCIENCES,8.5,3000,25500
6601_2016_hybrid,6601,Elsevier,2016,hybrid,MEDICAL AND HEALTH SCIENCES,8.5,3000,25500
8545_2016_hybrid,8545,Springer-Nature,2016,hybrid,ENGINEERING AND TECHNOLOGY,8.5,3000,25500
21308_2015_hybrid,21308,Springer-Nature,2015,hybrid,SOCIAL SCIENCES,8.5,3000,25500
19890_2017_hybrid,19890,Springer-Nature,2017,hybrid,ENGINEERING AND TECHNOLOGY,8.5,3000,25500
21308_2015_hybrid,21308,Springer-Nature,2015,hybrid,NATURAL SCIENCES,8.5,3000,25500
18263_2017_hybrid,18263,Springer-Nature,2017,hybrid,NATURAL SCIENCES,8.5,3000,25500
15740_2018_hybrid,15740,Wiley,2018,hybrid,SOCIAL SCIENCES,8.5,3000,25500
17676_2018_hybrid,17676,Elsevier,2018,hybrid,NATURAL SCIENCES,8.5,3000,25500
6601_2016_hybrid,6601,Elsevier,2016,hybrid,NATURAL SCIENCES,8.5,3000,25500
7556_2016_hybrid,7556,Elsevier,2016,hybrid,ENGINEERING AND TECHNOLOGY,8.5,3000,25500
7874_2017_hybrid,7874,Springer-Nature,2017,hybrid,ENGINEERING AND TECHNOLOGY,8.5,3000,25500
8050_2018_hybrid,8050,Springer-Nature,2018,hybrid,AGRICULTURAL SCIENCES,8.5,3000,25500
22420_2018_hybrid,22420,Springer-Nature,2018,hybrid,HUMANITIES,8.4,3000,25200
14290_2016_hybrid,14290,Wiley,2016,hybrid,NATURAL SCIENCES,8.333333333,3000,25000
15181_2016_hybrid,15181,Springer-Nature,2016,hybrid,ENGINEERING AND TECHNOLOGY,8.333333333,3000,25000
4455_2016_hybrid,4455,Springer-Nature,2016,hybrid,NATURAL SCIENCES,8.333333333,3000,25000
19878_2016_hybrid,19878,Springer-Nature,2016,hybrid,NATURAL SCIENCES,8.333333333,3000,25000
19006_2017_hybrid,19006,Springer-Nature,2017,hybrid,ENGINEERING AND TECHNOLOGY,8.333333333,3000,25000
19006_2017_hybrid,19006,Springer-Nature,2017,hybrid,NATURAL SCIENCES,8.333333333,3000,25000
4657_2018_hybrid,4657,Wiley,2018,hybrid,NATURAL SCIENCES,8.333333333,3000,25000
7505_2018_hybrid,7505,Sage,2018,hybrid,SOCIAL SCIENCES,8.25,3000,24750
12929_2016_hybrid,12929,Springer-Nature,2016,hybrid,ENGINEERING AND TECHNOLOGY,8.25,3000,24750
11693_2017_hybrid,11693,Springer-Nature,2017,hybrid,NATURAL SCIENCES,8.25,3000,24750
11693_2016_hybrid,11693,Springer-Nature,2016,hybrid,NATURAL SCIENCES,8.25,3000,24750
8077_2017_hybrid,8077,Springer-Nature,2017,hybrid,NATURAL SCIENCES,8.25,3000,24750
8077_2016_hybrid,8077,Springer-Nature,2016,hybrid,NATURAL SCIENCES,8.25,3000,24750
3177_2015_hybrid,3177,Elsevier,2015,hybrid,NATURAL SCIENCES,8,3000,24000
7710_2017_hybrid,7710,Springer-Nature,2017,hybrid,NATURAL SCIENCES,8,3000,24000
7905_2015_hybrid,7905,Wiley,2015,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
8822_2015_hybrid,8822,Wiley,2015,hybrid,NATURAL SCIENCES,8,3000,24000
8959_2015_hybrid,8959,Springer-Nature,2015,hybrid,NATURAL SCIENCES,8,3000,24000
9334_2016_hybrid,9334,Wiley,2016,hybrid,NATURAL SCIENCES,8,3000,24000
9556_2016_hybrid,9556,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
12443_2015_hybrid,12443,Springer-Nature,2015,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
13974_2016_hybrid,13974,Springer-Nature,2016,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
14521_2018_hybrid,14521,Elsevier,2018,hybrid,ENGINEERING AND TECHNOLOGY,8,3000,24000
14694_2017_hybrid,14694,Springer-Nature,2017,hybrid,NATURAL SCIENCES,8,3000,24000
15056_2015_hybrid,15056,Springer-Nature,2015,hybrid,NATURAL SCIENCES,8,3000,24000
15398_2015_hybrid,15398,Elsevier,2015,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
16678_2017_hybrid,16678,Springer-Nature,2017,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
9459_2018_hybrid,9459,Springer-Nature,2018,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
10721_2018_hybrid,10721,Springer-Nature,2018,hybrid,NATURAL SCIENCES,8,3000,24000
13167_2017_hybrid,13167,Springer-Nature,2017,hybrid,NATURAL SCIENCES,8,3000,24000
14349_2017_hybrid,14349,Springer-Nature,2017,hybrid,ENGINEERING AND TECHNOLOGY,8,3000,24000
16678_2018_hybrid,16678,Springer-Nature,2018,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
17694_2018_hybrid,17694,Springer-Nature,2018,hybrid,AGRICULTURAL SCIENCES,8,3000,24000
20864_2016_hybrid,20864,Springer-Nature,2016,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
20965_2016_hybrid,20965,Springer-Nature,2016,hybrid,SOCIAL SCIENCES,8,3000,24000
23544_2018_hybrid,23544,Springer-Nature,2018,hybrid,NATURAL SCIENCES,8,3000,24000
23597_2016_hybrid,23597,Springer-Nature,2016,hybrid,NATURAL SCIENCES,8,3000,24000
23962_2015_hybrid,23962,Springer-Nature,2015,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
24435_2016_hybrid,24435,Elsevier,2016,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
24661_2017_hybrid,24661,Springer-Nature,2017,hybrid,NATURAL SCIENCES,8,3000,24000
9512_2015_hybrid,9512,Springer-Nature,2015,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
9512_2018_hybrid,9512,Springer-Nature,2018,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
14364_2016_hybrid,14364,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
14387_2018_hybrid,14387,Springer-Nature,2018,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
14744_2018_hybrid,14744,Springer-Nature,2018,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
15343_2017_hybrid,15343,Springer-Nature,2017,hybrid,NATURAL SCIENCES,8,3000,24000
17295_2015_hybrid,17295,Elsevier,2015,hybrid,ENGINEERING AND TECHNOLOGY,8,3000,24000
345_2015_hybrid,345,Wiley,2015,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
2322_2018_hybrid,2322,Springer-Nature,2018,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
3280_2018_hybrid,3280,Springer-Nature,2018,hybrid,HUMANITIES,8,3000,24000
6360_2018_hybrid,6360,Springer-Nature,2018,hybrid,NATURAL SCIENCES,8,3000,24000
6571_2017_hybrid,6571,Sage,2017,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
8959_2015_hybrid,8959,Springer-Nature,2015,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
13852_2018_hybrid,13852,Sage,2018,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
14691_2017_hybrid,14691,Elsevier,2017,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
14973_2017_hybrid,14973,Springer-Nature,2017,hybrid,NATURAL SCIENCES,8,3000,24000
23171_2018_hybrid,23171,Wiley,2018,hybrid,SOCIAL SCIENCES,8,3000,24000
23522_2016_hybrid,23522,Springer-Nature,2016,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
24349_2016_hybrid,24349,Springer-Nature,2016,hybrid,NATURAL SCIENCES,8,3000,24000
24777_2015_hybrid,24777,Elsevier,2015,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
25029_2018_hybrid,25029,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
25585_2018_hybrid,25585,Springer-Nature,2018,hybrid,ENGINEERING AND TECHNOLOGY,8,3000,24000
10885_2016_hybrid,10885,Springer-Nature,2016,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
10950_2018_hybrid,10950,Springer-Nature,2018,hybrid,NATURAL SCIENCES,8,3000,24000
11062_2016_hybrid,11062,Springer-Nature,2016,hybrid,NATURAL SCIENCES,8,3000,24000
14266_2017_hybrid,14266,Springer-Nature,2017,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
14774_2017_hybrid,14774,Elsevier,2017,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
14985_2015_hybrid,14985,Springer-Nature,2015,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
17874_2015_hybrid,17874,Sage,2015,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
9510_2015_hybrid,9510,Springer-Nature,2015,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
11062_2017_hybrid,11062,Springer-Nature,2017,hybrid,NATURAL SCIENCES,8,3000,24000
13403_2018_hybrid,13403,Springer-Nature,2018,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
13974_2018_hybrid,13974,Springer-Nature,2018,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
14902_2015_hybrid,14902,Wiley,2015,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
15245_2018_hybrid,15245,Springer-Nature,2018,hybrid,SOCIAL SCIENCES,8,3000,24000
16257_2016_hybrid,16257,Springer-Nature,2016,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
17734_2015_hybrid,17734,Wiley,2015,hybrid,ENGINEERING AND TECHNOLOGY,8,3000,24000
17874_2016_hybrid,17874,Sage,2016,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
335_2016_hybrid,335,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
911_2016_hybrid,911,Springer-Nature,2016,hybrid,NATURAL SCIENCES,8,3000,24000
1601_2018_hybrid,1601,Springer-Nature,2018,hybrid,NATURAL SCIENCES,8,3000,24000
2310_2015_hybrid,2310,Springer-Nature,2015,hybrid,NATURAL SCIENCES,8,3000,24000
3228_2015_hybrid,3228,Springer-Nature,2015,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
3340_2017_hybrid,3340,Elsevier,2017,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
4303_2016_hybrid,4303,Springer-Nature,2016,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
5829_2018_hybrid,5829,Springer-Nature,2018,hybrid,NATURAL SCIENCES,8,3000,24000
6315_2017_hybrid,6315,Wiley,2017,hybrid,NATURAL SCIENCES,8,3000,24000
7506_2018_hybrid,7506,Sage,2018,hybrid,SOCIAL SCIENCES,8,3000,24000
9338_2018_hybrid,9338,Springer-Nature,2018,hybrid,SOCIAL SCIENCES,8,3000,24000
9564_2015_hybrid,9564,Springer-Nature,2015,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
9708_2018_hybrid,9708,Springer-Nature,2018,hybrid,HUMANITIES,8,3000,24000
11068_2018_hybrid,11068,Wiley,2018,hybrid,NATURAL SCIENCES,8,3000,24000
11740_2017_hybrid,11740,Springer-Nature,2017,hybrid,ENGINEERING AND TECHNOLOGY,8,3000,24000
12432_2018_hybrid,12432,Springer-Nature,2018,hybrid,SOCIAL SCIENCES,8,3000,24000
13326_2017_hybrid,13326,Springer-Nature,2017,hybrid,ENGINEERING AND TECHNOLOGY,8,3000,24000
14569_2015_hybrid,14569,Springer-Nature,2015,hybrid,NATURAL SCIENCES,8,3000,24000
15121_2016_hybrid,15121,Elsevier,2016,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
15798_2017_hybrid,15798,Springer-Nature,2017,hybrid,ENGINEERING AND TECHNOLOGY,8,3000,24000
16291_2018_hybrid,16291,Springer-Nature,2018,hybrid,NATURAL SCIENCES,8,3000,24000
16320_2016_hybrid,16320,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
16615_2015_hybrid,16615,Elsevier,2015,hybrid,NATURAL SCIENCES,8,3000,24000
17078_2018_hybrid,17078,Springer-Nature,2018,hybrid,ENGINEERING AND TECHNOLOGY,8,3000,24000
17390_2017_hybrid,17390,Springer-Nature,2017,hybrid,NATURAL SCIENCES,8,3000,24000
17837_2015_hybrid,17837,Springer-Nature,2015,hybrid,SOCIAL SCIENCES,8,3000,24000
18195_2017_hybrid,18195,Springer-Nature,2017,hybrid,HUMANITIES,8,3000,24000
2217_2018_hybrid,2217,Springer-Nature,2018,hybrid,NATURAL SCIENCES,8,3000,24000
2310_2018_hybrid,2310,Springer-Nature,2018,hybrid,NATURAL SCIENCES,8,3000,24000
4485_2018_hybrid,4485,Springer-Nature,2018,hybrid,SOCIAL SCIENCES,8,3000,24000
7512_2016_hybrid,7512,Springer-Nature,2016,hybrid,SOCIAL SCIENCES,8,3000,24000
7843_2018_hybrid,7843,Springer-Nature,2018,hybrid,SOCIAL SCIENCES,8,3000,24000
8015_2016_hybrid,8015,Sage,2016,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
8386_2016_hybrid,8386,Springer-Nature,2016,hybrid,NATURAL SCIENCES,8,3000,24000
8449_2018_hybrid,8449,Springer-Nature,2018,hybrid,ENGINEERING AND TECHNOLOGY,8,3000,24000
8464_2015_hybrid,8464,Springer-Nature,2015,hybrid,AGRICULTURAL SCIENCES,8,3000,24000
10721_2018_hybrid,10721,Springer-Nature,2018,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
12231_2017_hybrid,12231,Springer-Nature,2017,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
13326_2017_hybrid,13326,Springer-Nature,2017,hybrid,NATURAL SCIENCES,8,3000,24000
14392_2018_hybrid,14392,Elsevier,2018,hybrid,NATURAL SCIENCES,8,3000,24000
15245_2016_hybrid,15245,Springer-Nature,2016,hybrid,SOCIAL SCIENCES,8,3000,24000
17937_2017_hybrid,17937,Springer-Nature,2017,hybrid,NATURAL SCIENCES,8,3000,24000
3207_2016_hybrid,3207,Springer-Nature,2016,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
3650_2016_hybrid,3650,Springer-Nature,2016,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
5060_2015_hybrid,5060,Springer-Nature,2015,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
6583_2015_hybrid,6583,Wiley,2015,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
7922_2017_hybrid,7922,Sage,2017,hybrid,SOCIAL SCIENCES,8,3000,24000
8463_2017_hybrid,8463,Elsevier,2017,hybrid,AGRICULTURAL SCIENCES,8,3000,24000
10729_2018_hybrid,10729,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
10885_2018_hybrid,10885,Springer-Nature,2018,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
11658_2016_hybrid,11658,Elsevier,2016,hybrid,ENGINEERING AND TECHNOLOGY,8,3000,24000
13579_2017_hybrid,13579,Springer-Nature,2017,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
14019_2016_hybrid,14019,Springer-Nature,2016,hybrid,NATURAL SCIENCES,8,3000,24000
14290_2018_hybrid,14290,Wiley,2018,hybrid,ENGINEERING AND TECHNOLOGY,8,3000,24000
14349_2017_hybrid,14349,Springer-Nature,2017,hybrid,NATURAL SCIENCES,8,3000,24000
14530_2018_hybrid,14530,Springer-Nature,2018,hybrid,ENGINEERING AND TECHNOLOGY,8,3000,24000
14540_2018_hybrid,14540,Wiley,2018,hybrid,SOCIAL SCIENCES,8,3000,24000
14700_2015_hybrid,14700,Springer-Nature,2015,hybrid,NATURAL SCIENCES,8,3000,24000
15340_2017_hybrid,15340,Springer-Nature,2017,hybrid,ENGINEERING AND TECHNOLOGY,8,3000,24000
13937_2015_hybrid,13937,Wiley,2015,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
14317_2017_hybrid,14317,Springer-Nature,2017,hybrid,NATURAL SCIENCES,8,3000,24000
14700_2015_hybrid,14700,Springer-Nature,2015,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
15429_2017_hybrid,15429,Springer-Nature,2017,hybrid,ENGINEERING AND TECHNOLOGY,8,3000,24000
17189_2017_hybrid,17189,Springer-Nature,2017,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
17886_2015_hybrid,17886,Wiley,2015,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
18739_2018_hybrid,18739,Springer-Nature,2018,hybrid,NATURAL SCIENCES,8,3000,24000
12523_2018_hybrid,12523,Springer-Nature,2018,hybrid,NATURAL SCIENCES,8,3000,24000
13010_2018_hybrid,13010,Springer-Nature,2018,hybrid,SOCIAL SCIENCES,8,3000,24000
14294_2015_hybrid,14294,Springer-Nature,2015,hybrid,ENGINEERING AND TECHNOLOGY,8,3000,24000
14922_2018_hybrid,14922,Springer-Nature,2018,hybrid,NATURAL SCIENCES,8,3000,24000
15176_2017_hybrid,15176,Wiley,2017,hybrid,NATURAL SCIENCES,8,3000,24000
17694_2018_hybrid,17694,Springer-Nature,2018,hybrid,NATURAL SCIENCES,8,3000,24000
17935_2018_hybrid,17935,Springer-Nature,2018,hybrid,NATURAL SCIENCES,8,3000,24000
25350_2017_hybrid,25350,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,8,3000,24000
766_2018_hybrid,766,Springer-Nature,2018,hybrid,ENGINEERING AND TECHNOLOGY,8,3000,24000
1709_2017_hybrid,1709,Springer-Nature,2017,hybrid,NATURAL SCIENCES,8,3000,24000
2010_2017_hybrid,2010,Springer-Nature,2017,hybrid,NATURAL SCIENCES,8,3000,24000
3981_2017_hybrid,3981,Springer-Nature,2017,hybrid,NATURAL SCIENCES,8,3000,24000
4431_2018_hybrid,4431,Springer-Nature,2018,hybrid,NATURAL SCIENCES,8,3000,24000
8291_2018_hybrid,8291,Springer-Nature,2018,hybrid,NATURAL SCIENCES,8,3000,24000
31_2015_hybrid,31,Springer-Nature,2015,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
2310_2016_hybrid,2310,Springer-Nature,2016,hybrid,NATURAL SCIENCES,8,3000,24000
7506_2017_hybrid,7506,Sage,2017,hybrid,SOCIAL SCIENCES,8,3000,24000
8449_2017_hybrid,8449,Springer-Nature,2017,hybrid,ENGINEERING AND TECHNOLOGY,8,3000,24000
19100_2017_hybrid,19100,Springer-Nature,2017,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
19361_2018_hybrid,19361,Springer-Nature,2018,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
20235_2017_hybrid,20235,Springer-Nature,2017,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
24379_2018_hybrid,24379,Springer-Nature,2018,hybrid,SOCIAL SCIENCES,8,3000,24000
25465_2015_hybrid,25465,Springer-Nature,2015,hybrid,ENGINEERING AND TECHNOLOGY,8,3000,24000
18747_2017_hybrid,18747,Springer-Nature,2017,hybrid,NATURAL SCIENCES,8,3000,24000
19423_2016_hybrid,19423,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
19430_2016_hybrid,19430,Springer-Nature,2016,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
19500_2018_hybrid,19500,Sage,2018,hybrid,SOCIAL SCIENCES,8,3000,24000
21239_2016_hybrid,21239,Springer-Nature,2016,hybrid,SOCIAL SCIENCES,8,3000,24000
21250_2018_hybrid,21250,Springer-Nature,2018,hybrid,NATURAL SCIENCES,8,3000,24000
25032_2018_hybrid,25032,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
18216_2017_hybrid,18216,Springer-Nature,2017,hybrid,SOCIAL SCIENCES,8,3000,24000
19904_2018_hybrid,19904,Springer-Nature,2018,hybrid,NATURAL SCIENCES,8,3000,24000
24511_2018_hybrid,24511,Springer-Nature,2018,hybrid,HUMANITIES,8,3000,24000
24682_2017_hybrid,24682,Springer-Nature,2017,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
25409_2017_hybrid,25409,Springer-Nature,2017,hybrid,NATURAL SCIENCES,8,3000,24000
9441_2017_hybrid,9441,Springer-Nature,2017,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
10729_2018_hybrid,10729,Wiley,2018,hybrid,NATURAL SCIENCES,8,3000,24000
11068_2018_hybrid,11068,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
13010_2018_hybrid,13010,Springer-Nature,2018,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
14176_2018_hybrid,14176,Sage,2018,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
15914_2015_hybrid,15914,Elsevier,2015,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
17516_2018_hybrid,17516,Springer-Nature,2018,hybrid,NATURAL SCIENCES,8,3000,24000
17734_2015_hybrid,17734,Wiley,2015,hybrid,AGRICULTURAL SCIENCES,8,3000,24000
17773_2018_hybrid,17773,Springer-Nature,2018,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
1601_2018_hybrid,1601,Springer-Nature,2018,hybrid,SOCIAL SCIENCES,8,3000,24000
4801_2015_hybrid,4801,Springer-Nature,2015,hybrid,NATURAL SCIENCES,8,3000,24000
4801_2018_hybrid,4801,Springer-Nature,2018,hybrid,NATURAL SCIENCES,8,3000,24000
6964_2015_hybrid,6964,Wiley,2015,hybrid,NATURAL SCIENCES,8,3000,24000
7960_2016_hybrid,7960,Wiley,2016,hybrid,NATURAL SCIENCES,8,3000,24000
2284_2018_hybrid,2284,Springer-Nature,2018,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
4955_2017_hybrid,4955,Springer-Nature,2017,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
4982_2018_hybrid,4982,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
5536_2015_hybrid,5536,Elsevier,2015,hybrid,NATURAL SCIENCES,8,3000,24000
6159_2017_hybrid,6159,Springer-Nature,2017,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
6736_2017_hybrid,6736,Springer-Nature,2017,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
8122_2017_hybrid,8122,Springer-Nature,2017,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
8615_2017_hybrid,8615,Springer-Nature,2017,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
18777_2016_hybrid,18777,Springer-Nature,2016,hybrid,AGRICULTURAL SCIENCES,8,3000,24000
19599_2015_hybrid,19599,Elsevier,2015,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
22464_2016_hybrid,22464,Springer-Nature,2016,hybrid,NATURAL SCIENCES,8,3000,24000
22892_2016_hybrid,22892,Springer-Nature,2016,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
22895_2018_hybrid,22895,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
23087_2015_hybrid,23087,Springer-Nature,2015,hybrid,NATURAL SCIENCES,8,3000,24000
25161_2016_hybrid,25161,Elsevier,2016,hybrid,AGRICULTURAL SCIENCES,8,3000,24000
18313_2018_hybrid,18313,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
18791_2016_hybrid,18791,Elsevier,2016,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
21099_2018_hybrid,21099,Springer-Nature,2018,hybrid,NATURAL SCIENCES,8,3000,24000
23349_2017_hybrid,23349,Elsevier,2017,hybrid,MEDICAL AND HEALTH SCIENCES,8,3000,24000
2010_2015_hybrid,2010,Springer-Nature,2015,hybrid,NATURAL SCIENCES,8,3000,24000
